customer_id,recency_days,frequency,monetary_total,monetary_avg,avg_basket_size,avg_items_per_order,unique_products,preferred_dow,preferred_hour,tenure_days,purchase_velocity,predicted_purchases_90d,prob_alive,clv_90d,segment,segment_label,churned,churn_proba,treatment,converted
13703,318,2,425.56,11.501621621621622,3.4594594594594597,64.0,36,2,13,96,96.0,0.20564554852206876,0.47813180047333315,4.529031312376119,2,Lost / Dormant,1,1.0,1,0
13704,5,9,2308.06,17.224328358208954,11.425373134328359,170.11111111111111,111,1,15,83,10.125,4.271909878548867,0.9837996675759617,233.91033736952082,3,Loyal Customers,0,0.0,0,0
13705,8,7,2035.33,24.23011904761905,12.011904761904763,144.14285714285714,55,4,10,616,102.16666666666667,0.9058435808880219,0.9826302670542951,53.26953838575082,0,At Risk,0,0.0,1,0
13706,303,2,631.17,16.609736842105264,7.921052631578948,150.5,38,3,9,324,324.0,0.2219283145079545,0.7228083154855777,15.051848338401067,0,At Risk,0,0.0,1,0
13707,267,5,3365.86,21.715225806451613,14.258064516129032,442.0,142,2,10,269,67.0,0.4566003408702228,0.7260526773089104,79.5539292287052,0,At Risk,0,0.0,1,0
13709,4,18,7591.75,18.60723039215686,10.122549019607844,229.44444444444446,296,4,14,693,40.470588235294116,1.3836514603294179,0.9906579646124859,180.12036786899634,3,Loyal Customers,0,0.0,0,0
13710,32,3,509.52,33.967999999999996,22.4,112.0,13,1,8,580,289.5,0.41393985090870733,0.9453761501132781,11.958659675688342,0,At Risk,0,0.0,0,0
13711,219,9,1792.26,19.48108695652174,8.902173913043478,91.0,80,3,18,505,62.75,0.7724395769384993,0.8402286026520401,36.34510381701268,0,At Risk,0,0.0,0,0
13712,247,2,766.42,23.224848484848483,34.18181818181818,564.0,32,3,11,364,364.0,0.24335942035403818,0.7754137516274228,11.592426124106769,0,At Risk,0,0.0,1,0
13713,408,3,743.26,9.064146341463415,3.4878048780487805,95.33333333333333,70,2,16,174,87.0,0.20942883127925577,0.4591102908819585,10.40931168212299,2,Lost / Dormant,1,0.8666666746139526,1,0
13715,281,17,8483.29,15.886310861423222,9.239700374531836,290.2352941176471,277,3,12,357,21.8125,0.10893376021519607,0.05477275083807746,10.89579025164223,2,Lost / Dormant,1,1.0,1,0
13717,32,8,1763.3,14.220161290322581,17.29032258064516,268.0,110,0,14,453,64.14285714285714,1.2601716488220136,0.9777487081008098,56.38092707465405,0,At Risk,0,0.0,1,0
13718,246,2,306.55,25.545833333333334,14.416666666666666,86.5,9,3,11,49,49.0,0.2626860886227233,0.4714618179897997,10.62306050476479,2,Lost / Dormant,1,1.0,1,0
13719,15,11,2814.27,11.25708,6.388,145.1818181818182,193,1,14,556,55.1,1.503698743942793,0.9873201608727796,71.54824940251763,3,Loyal Customers,0,0.0,0,0
13720,117,4,799.9,18.60232558139535,11.651162790697674,125.25,42,2,9,138,45.333333333333336,0.9345934953675197,0.8373875846410461,33.425965066890654,0,At Risk,0,0.0,1,1
13721,36,2,741.54,17.655714285714286,12.19047619047619,256.0,41,3,14,358,358.0,0.39886525778745163,0.8921303380446537,42.32432201552129,0,At Risk,0,0.0,0,0
13722,132,10,5635.41,29.816984126984128,16.185185185185187,305.9,137,2,10,514,57.0,0.7258200248178129,0.935552835197394,142.09622958471948,3,Loyal Customers,0,0.0,0,0
13723,217,6,1209.2,20.494915254237288,10.661016949152541,104.83333333333333,51,2,14,394,78.6,0.5827971411043775,0.8464858884629932,25.7937820094671,0,At Risk,0,0.0,1,0
13725,50,8,1980.56,19.043846153846154,7.75,100.75,95,4,12,258,36.57142857142857,1.7616378452079378,0.9598331666454741,51.61938712742723,0,At Risk,0,0.0,0,0
13726,39,2,1079.6599999999999,25.70619047619047,25.095238095238095,527.0,39,2,11,61,61.0,0.9175174735273124,0.855040199734576,145.1239450173434,0,At Risk,0,0.0,0,0
13727,29,8,1080.05,12.857738095238094,4.404761904761905,46.25,74,2,11,701,99.85714285714286,0.6814595431031534,0.9759887043892919,25.735731616149423,0,At Risk,0,0.0,1,0
13728,37,16,2855.17,17.409573170731708,7.737804878048781,79.3125,75,2,12,693,45.53333333333333,1.7468474536572338,0.986459666315951,62.419888409871106,3,Loyal Customers,0,0.0,0,0
13729,436,3,724.73,18.582820512820515,10.743589743589743,139.66666666666666,36,6,14,248,123.5,0.21716269353662623,0.545377000934942,8.099403510090273,2,Lost / Dormant,0,0.0,1,0
13730,136,2,752.6,17.50232558139535,11.348837209302326,244.0,38,4,12,25,25.0,0.5183273564309496,0.6230893370721721,46.966882064913264,2,Lost / Dormant,0,0.0,0,0
13731,219,2,610.59,16.068157894736842,7.315789473684211,139.0,36,3,10,27,27.0,0.28896378908571874,0.45602764720695493,17.97859566408422,2,Lost / Dormant,1,1.0,0,1
13733,411,2,487.03000000000003,16.794137931034484,11.551724137931034,167.5,28,0,12,324,324.0,0.17359369300257907,0.6489361067485877,12.019025263535323,2,Lost / Dormant,0,0.0,0,0
13734,509,4,6701.640000000001,239.34428571428575,10.821428571428571,75.75,24,4,15,94,31.0,0.08322703098493728,0.18744782748008418,52.75399990982777,2,Lost / Dormant,1,1.0,0,0
13735,25,13,9813.22,14.959176829268293,6.338414634146342,319.84615384615387,362,3,13,701,58.0,1.3309349542932731,0.9871822869725609,221.57413554038305,3,Loyal Customers,0,0.0,1,1
13736,5,7,2766.21,4.966265709156194,2.786355475763016,221.71428571428572,325,6,11,728,121.0,0.6817795541901166,0.9799348145667774,55.106734418007,3,Loyal Customers,0,0.0,0,0
13739,18,2,292.2,48.699999999999996,12.666666666666666,38.0,6,0,10,509,509.0,0.32019257577074034,0.9028606319919865,14.49539856457529,0,At Risk,0,0.0,1,0
13740,241,5,1597.77,16.818631578947368,10.43157894736842,198.2,83,2,12,496,123.75,0.5064607962814262,0.8641584593630623,32.29790178343134,0,At Risk,0,0.0,0,0
13741,72,3,668.4300000000001,19.65970588235294,6.411764705882353,72.66666666666667,34,3,9,145,72.5,0.8627158263377427,0.8929391900455916,43.96005352246308,0,At Risk,0,0.0,1,0
13742,17,12,3131.02,9.753956386292835,3.501557632398754,93.66666666666667,200,6,14,303,27.09090909090909,2.3764249542944396,0.9846414869379095,124.69874692064921,3,Loyal Customers,0,0.0,1,1
13743,3,7,1341.6,32.72195121951219,43.31707317073171,253.71428571428572,8,4,14,256,42.166666666666664,1.8036873635378832,0.9829805869647467,71.53291574375635,0,At Risk,0,0.0,1,0
13744,95,2,1156.36,16.060555555555553,17.34722222222222,624.5,54,6,14,197,197.0,0.46774457004075326,0.8332926354344176,25.464262182250412,0,At Risk,0,0.0,0,0
13745,162,2,777.36,13.881428571428572,20.464285714285715,573.0,46,4,17,383,383.0,0.2856027504812426,0.8292919655093752,17.63146115352624,0,At Risk,0,0.0,0,0
13747,374,2,249.39999999999998,41.56666666666666,11.333333333333334,34.0,4,0,9,51,51.0,0.13242312225304118,0.31315258575165067,4.481910625400515,2,Lost / Dormant,1,1.0,0,1
13748,96,9,2268.35,38.44661016949152,18.779661016949152,123.11111111111111,40,0,9,642,80.0,0.8701691123178801,0.9624304194263607,51.4263888328611,0,At Risk,0,0.0,1,0
13750,54,11,3602.1800000000003,48.02906666666667,18.266666666666666,124.54545454545455,51,3,11,563,55.8,1.3933168160324825,0.9766931033731309,90.26294596864692,0,At Risk,0,0.0,0,0
13752,124,7,1590.73,16.744526315789475,10.6,143.85714285714286,75,6,14,403,66.83333333333333,0.9788005116892766,0.9213933887571518,38.381932758133,0,At Risk,0,0.0,0,0
13753,288,4,2094.57,26.182125000000003,18.125,362.5,64,4,12,449,149.33333333333334,0.3945677080490044,0.8215778072452539,37.879661037754026,0,At Risk,0,0.0,1,0
13754,152,3,447.05,21.288095238095238,15.0,105.0,16,1,15,285,142.0,0.49953525418341227,0.8645697344734026,14.484803969485355,0,At Risk,0,0.0,0,0
13755,4,9,2161.35,6.319736842105263,3.695906432748538,140.44444444444446,232,0,13,59,7.0,4.375480273266552,0.9831729139243093,205.88431344706288,3,Loyal Customers,0,0.0,1,0
13756,2,23,9207.5,26.458333333333332,15.635057471264368,236.56521739130434,142,2,16,722,32.22727272727273,2.311563034102695,0.9947655693006578,204.89137186750477,3,Loyal Customers,0,0.0,0,0
13758,12,14,9314.14,30.240714285714283,16.4512987012987,361.92857142857144,212,2,12,727,55.53846153846154,1.5275218422147563,0.9908577599643984,192.05106906349485,3,Loyal Customers,0,0.0,0,1
13759,33,2,659.4100000000001,26.376400000000004,11.48,143.5,24,3,15,37,37.0,1.0630301355795144,0.8538939908398228,23.308264435011086,0,At Risk,0,0.0,1,1
13760,54,5,1363.6399999999999,11.459159663865545,5.235294117647059,124.6,95,6,13,539,134.5,0.6799652424983251,0.962961602843764,35.986645804769374,0,At Risk,0,0.0,0,0
13761,50,6,1952.17,16.001393442622952,8.844262295081966,179.83333333333334,118,6,14,606,120.8,0.6256108550666927,0.965383059661961,50.78480491763978,0,At Risk,0,0.0,1,0
13762,219,5,2472.48,70.64228571428572,74.51428571428572,521.6,23,6,8,479,119.25,0.5380818813690017,0.8758410276848198,53.85510414534047,0,At Risk,0,0.0,0,0
13763,63,3,5217.4400000000005,104.34880000000001,64.48,1074.6666666666667,50,3,17,371,185.5,0.538594835075852,0.9287669538856441,107.86025108133555,0,At Risk,0,0.0,0,0
13764,71,6,2942.31,7.867139037433155,5.601604278074866,349.1666666666667,294,6,12,571,114.0,0.6332387854657174,0.9592950413561971,62.504846498585906,3,Loyal Customers,0,0.0,1,0
13767,2,73,35540.53,44.705069182389934,19.163522012578618,208.6986301369863,117,1,12,736,9.791666666666666,6.309512923060284,0.9979308742577903,732.8846849038346,1,Champions,0,0.0,1,0
13768,727,2,875.97,26.544545454545457,11.303030303030303,186.5,30,2,10,4,4.0,0.014782834339983912,0.054935526314845336,1.0780181793009338,2,Lost / Dormant,1,1.0,1,0
13769,2,20,5800.42,20.352350877192983,9.031578947368422,128.7,121,2,10,721,37.526315789473685,1.9898500206785987,0.9939119032629852,128.54600084099232,3,Loyal Customers,0,0.0,0,0
13770,422,4,785.37,16.361875,9.75,117.0,48,2,12,308,102.33333333333333,0.2694664857001114,0.5571114174795552,11.003762973109673,2,Lost / Dormant,0,0.0,1,0
13771,64,9,5728.82,26.522314814814813,14.537037037037036,348.8888888888889,182,3,12,588,73.125,0.8604736918461618,0.9690355417195206,137.19182688415876,3,Loyal Customers,0,0.0,0,0
13772,34,8,3114.22,5.416034782608695,2.5321739130434784,182.0,394,3,13,620,88.14285714285714,0.8657636063735131,0.9775528379965718,72.64062727027692,3,Loyal Customers,0,0.0,0,0
13773,397,2,301.54,15.870526315789474,9.157894736842104,87.0,19,0,11,263,263.0,0.1801612849505864,0.613028692933872,7.91483270447117,2,Lost / Dormant,0,0.0,1,0
13777,1,61,56478.42,144.44608695652173,68.39386189258312,438.39344262295083,44,2,16,737,11.9,4.935990505522362,0.9977206531882067,1082.8846411962152,1,Champions,0,0.0,0,0
13778,103,4,1124.49,25.55659090909091,11.613636363636363,127.75,33,6,13,462,153.66666666666666,0.5624900239005538,0.934569855444903,28.898338627492798,0,At Risk,0,0.0,1,1
13780,7,3,735.82,7.3582,4.81,160.33333333333334,90,4,13,399,199.5,0.5810589696915721,0.9505617156411085,21.28023630619066,0,At Risk,0,0.0,0,0
13781,251,3,778.83,13.663684210526316,5.2631578947368425,100.0,56,0,14,470,234.5,0.3235401284581794,0.850358219360065,15.175992855305672,0,At Risk,0,0.0,0,0
13782,13,13,1793.72,7.351311475409836,2.6598360655737703,49.92307692307692,187,6,12,720,59.583333333333336,1.4295527399592898,0.9900704856549295,39.11040905257101,3,Loyal Customers,0,0.0,1,0
13783,488,4,1542.09,154.209,343.7,859.25,4,2,11,185,61.0,0.13571372354387318,0.2615503997378499,9.476811701360175,2,Lost / Dormant,1,1.0,1,1
13784,10,14,2910.23,67.67976744186046,65.74418604651163,201.92857142857142,13,3,12,440,33.38461538461539,2.3128835959600305,0.9903377075998989,88.41974608038487,3,Loyal Customers,0,0.0,1,0
13785,429,4,542.49,18.083000000000002,5.033333333333333,37.75,26,0,10,31,10.0,0.06609170741834616,0.11919315104791044,3.0862739029371666,2,Lost / Dormant,1,1.0,1,1
13786,367,6,3358.94,27.088225806451614,13.32258064516129,275.3333333333333,80,6,13,368,73.4,0.378410695522111,0.5458327799795069,39.364777222061946,2,Lost / Dormant,0,0.1111111119389534,1,0
13787,76,6,1222.5,14.215116279069768,11.604651162790697,166.33333333333334,71,6,11,619,123.4,0.703136182592361,0.963869073650706,29.557749925399577,0,At Risk,0,0.0,1,0
13791,128,2,1516.0,137.8181818181818,109.0909090909091,600.0,7,4,16,40,40.0,0.544102909701987,0.6709332246958247,63.64912875603801,0,At Risk,0,0.0,1,1
13792,66,3,383.95,16.693478260869565,6.782608695652174,52.0,23,2,14,356,178.0,0.5503647235530593,0.9264461659335609,11.238609183093535,0,At Risk,0,0.0,0,0
13795,388,4,836.3,28.837931034482757,43.10344827586207,312.5,23,4,11,249,82.33333333333333,0.2807117667186787,0.5161296145168566,11.513810349191694,2,Lost / Dormant,0,0.1111111119389534,0,0
13797,437,3,1179.45,15.121153846153847,7.346153846153846,191.0,71,2,12,210,105.0,0.20361860558348202,0.487555376469374,16.78420796673575,2,Lost / Dormant,1,0.8666666746139526,0,0
13798,1,110,75836.87,105.03721606648199,66.96260387811634,439.5181818181818,168,6,15,729,6.26605504587156,10.647031643444612,0.9987421172266769,1605.5527974973447,1,Champions,0,0.0,1,0
13799,117,9,2803.57,26.448773584905663,14.518867924528301,171.0,64,1,12,527,65.5,1.0706808570010886,0.9421517096073252,64.02811868774675,0,At Risk,0,0.0,1,1
13800,310,3,1679.56,23.00767123287671,12.205479452054794,297.0,73,3,12,427,213.0,0.2994493895647093,0.8012340520772394,35.77311629804825,0,At Risk,0,0.0,0,0
13802,139,19,26259.11,58.61408482142857,31.537946428571427,743.6315789473684,212,3,11,523,28.666666666666668,1.7535161376202708,0.8106172663624851,523.42569448538,1,Champions,0,0.0,1,0
13803,255,3,1338.91,17.16551282051282,10.653846153846153,277.0,73,0,10,363,181.5,0.3533366115713785,0.8136671529352381,31.924935435137833,0,At Risk,0,0.0,1,0
13804,31,9,3208.52,18.985325443786984,10.846153846153847,203.66666666666666,149,2,12,406,50.5,1.3729873019607435,0.9774779085868712,103.11632115798021,3,Loyal Customers,0,0.0,0,0
13805,52,2,924.6,71.12307692307692,146.15384615384616,950.0,10,1,14,76,76.0,0.7922836470471724,0.8401517013535158,68.41974671103979,0,At Risk,0,0.0,1,0
13807,367,3,534.8,16.7125,4.75,50.666666666666664,24,4,15,368,184.0,0.27235041535075405,0.7278649795125406,11.767607878064519,0,At Risk,0,0.0,1,0
13808,6,5,1747.66,22.995526315789476,10.289473684210526,156.4,70,6,12,91,22.25,2.3460470914245657,0.9719050402786298,136.72349201853498,0,At Risk,0,0.0,0,0
13809,305,3,679.7,27.188000000000002,11.24,93.66666666666667,23,0,13,155,77.0,0.31407480018418404,0.5664184897166712,17.463242806936865,2,Lost / Dormant,0,0.1111111119389534,1,1
13810,29,2,827.51,25.8596875,9.59375,153.5,30,4,12,27,27.0,1.1658955575888479,0.8588642754787837,55.35159307220114,0,At Risk,0,0.0,0,0
13811,184,2,519.75,51.975,6.3,31.5,5,3,9,55,55.0,0.38356431352515774,0.5934486504183218,23.44895359537442,2,Lost / Dormant,0,0.0,1,0
13812,42,3,485.0,14.696969696969697,10.0,110.0,32,4,12,63,31.0,1.3238920862301373,0.9007255572002988,30.780733447069306,0,At Risk,0,0.0,1,1
13813,40,8,2387.4700000000003,17.684962962962963,9.414814814814815,158.875,83,2,10,694,98.71428571428571,0.8906724498592705,0.9792969206021409,53.764108171444036,0,At Risk,0,0.0,1,0
13814,92,3,2257.32,28.573670886075952,15.367088607594937,404.6666666666667,56,0,13,434,216.5,0.45686770081005473,0.9206883779633799,71.60515349369496,0,At Risk,0,0.0,0,0
13815,22,8,6737.74,19.3058452722063,15.300859598853869,667.5,202,0,13,643,91.71428571428571,0.9718033696524041,0.9822744272148866,165.31258971917165,3,Loyal Customers,0,0.0,1,0
13816,24,2,499.67,19.218076923076925,10.192307692307692,132.5,24,3,14,40,40.0,1.129495914356955,0.8721823780957464,43.3270363850712,0,At Risk,0,0.0,1,0
13817,29,2,328.98,14.953636363636365,9.454545454545455,104.0,19,3,17,322,322.0,0.4378727693400202,0.8942504988364388,19.942859191017995,0,At Risk,0,0.0,0,1
13819,302,6,2642.35,26.161881188118812,22.861386138613863,384.8333333333333,47,0,16,436,86.8,0.5115522492025179,0.7396254304300266,40.84172453601923,0,At Risk,0,0.0,1,1
13820,418,3,660.65,7.3405555555555555,3.188888888888889,95.66666666666667,68,6,13,262,130.5,0.23254308330128615,0.5810635962244984,10.01740785867443,2,Lost / Dormant,0,0.0,0,0
13821,145,6,1410.73,6.749904306220095,2.311004784688995,80.5,158,3,13,559,111.2,0.6728863589928312,0.9338767082480601,29.432773227943233,0,At Risk,0,0.0,1,0
13822,6,2,632.0,6.583333333333333,6.364583333333333,305.5,90,6,15,34,34.0,1.3526332489137187,0.9002316261169312,46.96910460037765,0,At Risk,0,0.0,0,0
13823,19,7,3403.4500000000003,20.880061349693253,9.595092024539877,223.42857142857142,108,4,11,705,117.0,0.7958714361900883,0.9810002179650432,78.76680908748531,0,At Risk,0,0.0,0,0
13824,33,12,3314.76,33.147600000000004,14.42,120.16666666666667,59,2,12,604,54.45454545454545,1.485712717547185,0.9845850299052646,85.60148440470857,3,Loyal Customers,0,0.0,0,0
13825,622,2,255.59,6.38975,4.55,91.0,38,2,14,108,108.0,0.06550689278720077,0.2434347534275985,1.6077895341005446,2,Lost / Dormant,1,1.0,1,0
13827,58,3,412.05,4.430645161290323,1.5161290322580645,47.0,83,4,11,85,42.5,1.1093878847559386,0.8883645090869091,33.996355297359806,0,At Risk,0,0.0,0,0
13831,16,18,7023.58,37.5592513368984,13.67379679144385,142.05555555555554,121,0,13,713,41.411764705882355,1.9711776034819448,0.9916832026739267,138.73979563749728,3,Loyal Customers,0,0.0,1,0
13832,19,2,613.6899999999999,10.766491228070175,7.4035087719298245,211.0,54,2,14,403,403.0,0.3824534575911939,0.901042197926895,4.840723470883112,0,At Risk,0,0.0,0,0
13833,159,2,701.36,15.585777777777778,5.4222222222222225,122.0,43,6,13,244,244.0,0.3492776735323477,0.7951071058798183,27.4250360015115,0,At Risk,0,0.0,0,0
13834,577,2,324.19,20.261875,13.8125,110.5,15,0,12,92,92.0,0.07032170077299628,0.24238644923385566,1.8583948366751621,2,Lost / Dormant,1,1.0,1,0
13835,25,7,1095.27,15.426338028169013,7.323943661971831,74.28571428571429,60,3,15,620,102.83333333333333,0.8775898166938857,0.9792287823699042,28.223784930015924,0,At Risk,0,0.0,1,0
13836,399,2,620.37,20.011935483870968,8.806451612903226,136.5,29,3,13,15,15.0,0.08501546971851645,0.19728782925155305,5.2393268364287,2,Lost / Dormant,1,1.0,0,0
13837,212,2,271.24,14.275789473684211,9.631578947368421,91.5,17,3,12,105,105.0,0.33499834109694415,0.6338199443478988,11.228162936712808,2,Lost / Dormant,0,0.0,1,0
13838,6,10,1966.09,4.165444915254237,1.6822033898305084,79.4,328,6,11,573,63.55555555555556,0.834021951576728,0.9797254447269608,56.93364464994698,3,Loyal Customers,0,0.0,1,0
13842,59,18,5629.91,15.858901408450704,8.109859154929577,159.94444444444446,214,2,10,602,34.94117647058823,1.8834847351504707,0.976178695976041,130.015584176023,3,Loyal Customers,0,0.0,1,0
13846,25,4,1307.79,16.145555555555553,8.703703703703704,176.25,81,1,16,375,124.33333333333333,0.766584809014877,0.9605087987355954,44.07321181312678,0,At Risk,0,0.0,0,0
13848,92,8,3335.0,303.1818181818182,927.2727272727273,1275.0,3,1,10,637,90.71428571428571,0.8792436399796419,0.9632891968368358,70.69989605531426,0,At Risk,0,0.0,0,0
13849,52,5,3469.3,15.769545454545455,8.559090909090909,376.6,189,2,10,572,142.75,0.6522998946081546,0.9645181117463332,95.24167000301642,0,At Risk,0,0.0,1,0
13851,96,8,4606.46,32.903285714285715,18.035714285714285,315.625,111,2,14,584,82.85714285714286,0.8218699375549622,0.9583686255392837,118.87462780656932,0,At Risk,0,0.0,0,0
13854,9,39,12253.96,67.70143646408839,20.497237569060772,95.12820512820512,61,3,10,691,17.736842105263158,4.266333767442607,0.9959617157872119,272.2066862393978,1,Champions,0,0.0,1,0
13855,501,4,1310.3400000000001,17.949863013698632,7.876712328767123,143.75,64,3,10,230,76.0,0.15913729237511176,0.3294016509614386,10.524748072383312,2,Lost / Dormant,1,1.0,1,0
13856,169,11,1142.03,21.148703703703703,20.462962962962962,100.45454545454545,33,4,15,450,44.5,1.1773845805527388,0.82760031706187,24.174650933798617,0,At Risk,0,0.0,1,0
13857,393,6,1000.91,7.881181102362205,6.149606299212598,130.16666666666666,98,3,12,177,35.0,0.18010683737217975,0.24708355045380667,7.0622823366785985,2,Lost / Dormant,1,1.0,1,0
13859,326,2,515.86,14.329444444444444,4.638888888888889,83.5,34,0,16,203,203.0,0.2184061986597054,0.6177784489436925,9.206701468945361,2,Lost / Dormant,0,0.0,1,0
13860,1,5,1245.9,16.39342105263158,7.776315789473684,118.2,58,2,9,85,20.75,2.0064419226927757,0.9668719638126057,112.06844899765593,0,At Risk,0,0.0,0,0
13861,429,2,273.26,13.012380952380951,10.714285714285714,112.5,21,2,14,101,101.0,0.12988464294997068,0.36796217270522225,4.026364392436344,2,Lost / Dormant,1,1.0,1,0
13862,18,9,2556.09,15.9755625,12.04375,214.11111111111111,113,1,14,371,45.875,1.6879057626782794,0.9826009402994501,91.99728666283605,3,Loyal Customers,0,0.0,0,0
13863,248,4,1239.55,17.707857142857144,7.9,138.25,59,1,13,345,114.66666666666667,0.46701546419248646,0.8081159630331851,28.99247597889358,0,At Risk,0,0.0,0,1
13865,58,4,501.56,16.718666666666667,6.8,51.0,26,2,8,231,76.66666666666667,0.9533161824185714,0.9363269422182023,24.378469431193686,0,At Risk,0,0.0,1,1
13867,31,3,1015.29,16.644098360655736,8.40983606557377,171.0,51,0,12,186,93.0,0.899326793041887,0.9336785269020582,78.69550849825642,0,At Risk,0,0.0,1,0
13868,7,2,3192.54,96.74363636363637,59.515151515151516,982.0,32,1,12,31,31.0,1.3655980951194955,0.8967128491589428,729.3181059899886,3,Loyal Customers,0,0.0,1,0
13869,123,10,8111.57,9.432058139534883,5.067441860465117,435.8,502,6,13,567,62.666666666666664,1.1107532664275859,0.9395709004888184,166.30183479154297,3,Loyal Customers,0,0.0,1,1
13870,2,15,5712.08,23.701576763485477,14.311203319502075,229.93333333333334,159,1,9,667,47.285714285714285,1.4336081678595556,0.990786441815724,130.75296605931402,3,Loyal Customers,0,0.0,0,0
13871,23,17,7885.85,19.616542288557216,8.711442786069652,206.0,183,3,12,696,43.0625,1.7759374284562843,0.9897432711331782,170.58471013618464,3,Loyal Customers,0,0.0,0,0
13872,527,3,919.57,16.13280701754386,5.947368421052632,113.0,51,1,13,198,99.0,0.13895128069397994,0.36696094597934853,9.297440096967948,2,Lost / Dormant,1,1.0,1,0
13873,120,8,1038.92,17.315333333333335,7.866666666666666,59.0,55,6,12,526,74.57142857142857,0.9555298898820019,0.9421358404562686,24.151103325445035,0,At Risk,0,0.0,0,0
13874,358,7,2049.15,29.697826086956525,12.521739130434783,123.42857142857143,46,3,12,314,52.0,0.3192241558614081,0.36941018352957533,19.962776150585093,2,Lost / Dormant,1,0.8666666746139526,0,0
13875,54,14,4814.37,17.831,11.377777777777778,219.42857142857142,159,3,15,668,51.15384615384615,1.4339879634083628,0.9801737577689446,109.30943110246085,3,Loyal Customers,0,0.0,0,0
13877,86,3,449.68,19.551304347826086,20.782608695652176,159.33333333333334,23,3,17,603,301.0,0.36842880663536937,0.9310840974649484,11.127664706060575,0,At Risk,0,0.0,0,0
13878,55,4,2473.06,23.112710280373832,8.962616822429906,239.75,93,2,12,549,182.66666666666666,0.5434347913274019,0.9550593464334465,66.19402220263053,0,At Risk,0,0.0,0,0
13880,21,17,4391.66,19.177554585152837,11.305676855895197,152.2941176470588,148,1,14,540,33.4375,1.922334722896881,0.9879531575884596,121.2207378567776,3,Loyal Customers,0,0.0,0,0
13881,4,43,45179.1,98.8601750547046,65.12035010940919,692.0930232558139,182,0,10,641,14.880952380952381,3.865527210084729,0.9962789986166268,1032.2014791566257,1,Champions,0,0.0,0,0
13882,3,5,1191.13,18.325076923076924,14.661538461538461,190.6,54,3,12,61,14.75,2.785226153014847,0.9737140893788462,138.25395324474096,0,At Risk,0,0.0,0,0
13883,11,14,6535.37,20.81328025477707,11.40764331210191,255.85714285714286,199,3,10,638,48.69230769230769,1.3507825148653934,0.9885880879040341,162.3992727541233,3,Loyal Customers,0,0.0,1,0
13884,7,10,1888.48,9.939368421052631,4.1947368421052635,79.7,108,6,13,462,51.0,1.3017674744825756,0.9845387546378476,60.095101683021134,0,At Risk,0,0.0,0,0
13885,189,2,506.8,18.1,6.5,91.0,28,0,8,11,11.0,0.3363359437734265,0.46236066397832826,7.9503560452101745,2,Lost / Dormant,1,0.8666666746139526,0,0
13888,120,7,2169.05,11.788315217391306,4.907608695652174,129.0,124,6,11,455,75.5,0.6763837568844027,0.9333625286131765,62.9119316102735,0,At Risk,0,0.0,1,0
13889,93,6,1991.23,23.990722891566264,11.795180722891565,163.16666666666666,57,4,14,593,118.2,0.7056664518021493,0.9577107413183695,46.67969663496118,0,At Risk,0,0.0,0,0
13890,1,14,2927.38,16.921271676300577,8.046242774566474,99.42857142857143,100,2,12,732,55.84615384615385,1.4318837787910723,0.9916849016073828,63.816372531949064,3,Loyal Customers,0,0.0,1,0
13891,378,3,863.5600000000001,8.6356,4.79,159.66666666666666,97,3,13,203,101.5,0.24995034263344396,0.5471517085243371,11.743217475640723,2,Lost / Dormant,0,0.0,1,0
13892,27,6,1267.6499999999999,35.2125,86.80555555555556,520.8333333333334,33,3,16,549,109.4,0.8350068969624446,0.9751862942495824,24.741991405218354,0,At Risk,0,0.0,0,0
13894,24,3,564.62,20.911851851851853,13.11111111111111,118.0,25,2,9,286,143.0,0.4815790424642649,0.8962531166299799,39.622736081023575,0,At Risk,0,0.0,0,0
13895,28,6,4008.52,21.551182795698924,11.075268817204302,343.3333333333333,154,1,13,708,141.0,0.6766530057517485,0.9760278860547829,84.79109381043118,0,At Risk,0,0.0,1,1
13897,50,3,1160.72,19.67322033898305,13.898305084745763,273.3333333333333,58,6,13,627,313.0,0.3781375837417523,0.9412809629538629,25.69669716317972,0,At Risk,0,0.0,1,0
13898,326,2,686.4,14.921739130434782,11.826086956521738,272.0,43,6,15,85,85.0,0.19404344638349438,0.44772762268815475,6.441832452288807,2,Lost / Dormant,1,1.0,0,0
13899,16,2,388.52,20.448421052631577,8.210526315789474,78.0,19,3,9,258,258.0,0.5284619729346618,0.8994123149819724,10.646708825276127,0,At Risk,0,0.0,1,0
13900,183,6,1610.59,16.95357894736842,9.873684210526315,156.33333333333334,80,1,14,441,88.0,0.7070598232900065,0.8848445585618299,37.833007374204605,0,At Risk,0,0.0,0,0
13901,72,15,5676.34,18.310774193548387,10.787096774193548,222.93333333333334,280,0,12,631,44.857142857142854,1.3473312466204004,0.9718309534600278,130.01547814763293,3,Loyal Customers,0,0.0,1,0
13902,632,5,34023.26,548.7622580645161,3558.0,44119.2,57,0,11,92,22.5,0.008384230320250999,0.014086201639298723,13.874664435540332,2,Lost / Dormant,1,1.0,0,0
13904,37,2,332.64,12.793846153846154,12.76923076923077,166.0,24,4,11,257,257.0,0.49508459803664145,0.8863759672204777,14.042861877424304,0,At Risk,0,0.0,1,0
13908,80,4,2369.55,19.42254098360656,12.114754098360656,369.5,104,2,11,196,65.33333333333333,0.9613284987970143,0.9134237510295913,118.84356804682344,0,At Risk,0,0.0,1,0
